City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
125,inverloch,-38.6333,145.7167,15,67,16,4.42,AU,1703025913
126,longyearbyen,78.2186,15.6401,-7,63,0,8.23,SJ,1703025914
127,santana,-0.0583,-51.1817,31,70,20,5.66,BR,1703025915
128,blackmans bay,-43.0167,147.3167,15,72,16,0.89,AU,1703025915
129,iskateley,67.6803,53.1512,-13,97,87,4.47,RU,1703025916
130,benguela,-12.5763,13.4055,26,83,100,3.02,AO,1703025917
131,fale old settlement,-9.3852,-171.2468,29,75,79,2.08,TK,1703025917
132,anar darah,32.7587,61.654,8,58,100,2.71,AF,1703025918
133,constantia,44.1833,28.65,3,75,0,4.22,RO,1703025919
134,happy valley-goose bay,53.3168,-60.3315,7,81,100,5.14,CA,1703025920
135,swiecie,53.4095,18.4474,7,94,100,5.36,PL,1703025814
136,hawaiian paradise park,19.5933,-154.9731,24,92,100,3.6,US,1703025921
137,sao joao da barra,-21.6403,-41.0511,26,82,0,2.46,BR,1703025922
138,hajin,34.6927,40.827,10,57,0,3.5,SY,1703025923
139,broome,42.2506,-75.833,-2,80,100,4.63,US,1703025924
140,ribeira grande,38.5167,-28.7,17,79,100,6.26,PT,1703025924
141,remire-montjoly,4.9167,-52.2667,28,83,75,2.06,GF,1703025925
142,rosswein,51.0667,13.1833,6,92,100,7.55,DE,1703025926
143,uturoa,-16.7333,-151.4333,27,82,100,4.94,PF,1703025927
144,punta arenas,-53.15,-70.9167,16,59,75,6.69,CL,1703025704
145,khorramdarreh,36.213,49.196,0,87,84,1.04,IR,1703025928
146,thabazimbi,-24.5917,27.4116,23,66,19,3.31,ZA,1703025929
147,hilo,19.7297,-155.09,24,91,100,3.6,US,1703025930
148,yeniseysk,58.4497,92.1703,-23,79,7,4.92,RU,1703025931
149,cam ranh,11.9214,109.1591,24,94,75,3.6,VN,1703025931
150,tanguieta,10.6212,1.2665,23,21,0,2.07,BJ,1703025933
151,san antero,9.3741,-75.7589,27,80,51,3.7,CO,1703025933
152,jamestown,42.097,-79.2353,0,89,100,3.6,US,1703025795
153,demba,-5.51,22.2667,21,98,100,0.5,CD,1703025935
154,kupang,-10.1667,123.5833,28,89,20,2.57,ID,1703025936
155,hailar,49.2,119.7,-41,100,92,1.82,CN,1703025936
156,winnemucca,40.973,-117.7357,8,46,100,4.12,US,1703025937
157,hamilton,39.1834,-84.5333,2,60,0,3.6,US,1703025847
158,cerkes,40.8116,32.8936,2,76,6,1.83,TR,1703025938
159,anqiu,36.4342,119.1925,-12,71,12,5.42,CN,1703025939
160,rouissat,31.9243,5.3502,11,82,20,2.06,DZ,1703025940
161,sisimiut,66.9395,-53.6735,-16,84,100,3.39,GL,1703025941
162,kampong speu,11.5,104.3333,23,76,84,2.43,KH,1703025941
163,georgetown,5.4112,100.3354,26,89,20,2.57,MY,1703025942
164,port elizabeth,-33.918,25.5701,20,95,100,6.69,ZA,1703025943
165,rongelap,11.1635,166.8941,27,78,100,9.25,MH,1703025943
166,pangody,65.85,74.4859,-12,93,99,7.0,RU,1703025944
167,alice springs,-23.7,133.8833,24,23,0,4.63,AU,1703025945
168,avarua,-21.2078,-159.775,26,69,75,5.66,CK,1703025945
169,ndende,-2.4008,11.3581,23,98,100,0.98,GA,1703025946
170,mahina,-17.5065,-149.489,28,74,75,1.03,PF,1703025947
171,enewetak,11.3474,162.3373,27,75,100,10.8,MH,1703025948
172,palikir - national government center,6.9248,158.1611,28,70,75,5.66,FM,1703025949
173,baihe,22.15,107.2333,9,74,100,1.55,CN,1703025950
174,nadym,65.5333,72.5167,-15,96,91,5.66,RU,1703025950
175,inarajan village,13.2736,144.7484,29,81,17,8.26,GU,1703025951
176,conceicao da barra,-18.5933,-39.7322,23,92,71,3.73,BR,1703025770
177,ylitornio,66.3089,23.6773,-3,94,100,5.27,FI,1703025952
178,guerrero negro,27.9769,-114.0611,21,53,83,5.89,MX,1703025953
179,mil'kovo,55.6078,37.7956,4,96,100,6.14,RU,1703025954
180,ta`u,-14.2336,-169.5144,28,80,95,4.61,AS,1703025954
181,diu,20.7141,70.9822,21,47,100,5.73,IN,1703025955
182,west island,-12.1568,96.8225,26,78,75,3.6,CC,1703025956
183,san-pedro,4.7485,-6.6363,27,85,9,2.28,CI,1703025957
184,rexburg,43.826,-111.7897,9,49,75,0.0,US,1703025756
185,bredasdorp,-34.5322,20.0403,16,84,7,1.08,ZA,1703025958
186,vernon,50.2581,-119.2691,5,90,100,0.0,CA,1703025959
187,badger,64.8,-147.5333,-12,83,75,3.6,US,1703025959
188,port lincoln,-34.7333,135.8667,15,59,2,7.86,AU,1703025960
189,klyuchi,52.2667,79.1667,-9,93,97,3.68,RU,1703025961
190,coruripe,-10.1256,-36.1756,26,75,15,8.39,BR,1703025961
191,awjilah,29.1081,21.2869,13,62,100,3.36,LY,1703025962
192,afaahiti,-17.75,-149.2833,27,89,100,4.21,PF,1703025963
193,hammerfest,70.6634,23.6821,-6,86,0,0.0,NO,1703025964
194,carboneras,37.0015,-1.9213,8,54,0,4.16,ES,1703025964
195,lionel town,17.8101,-77.2406,27,72,3,3.81,JM,1703025965
196,beberibe,-4.1797,-38.1306,26,87,98,3.47,BR,1703025966
197,east london,-33.0153,27.9116,21,87,57,6.7,ZA,1703025966
198,hami,42.8,93.45,-12,54,62,1.72,CN,1703025967
199,baiti,13.745,-14.7482,22,12,91,5.47,SN,1703025968
200,st. john's,47.5649,-52.7093,13,89,75,9.26,CA,1703025772
201,kendari,-3.945,122.4989,26,88,88,1.99,ID,1703025969
202,nantucket,41.2835,-70.0995,6,70,0,5.14,US,1703025772
203,tura,25.5198,90.2201,14,83,56,1.55,IN,1703025971
204,ponta delgada,37.7333,-25.6667,16,88,20,2.57,PT,1703025971
205,kudahuvadhoo,2.6708,72.8944,28,77,81,2.76,MV,1703025972
206,dakhla,23.6848,-15.958,17,42,3,6.87,EH,1703025973
207,kalmunai,7.4167,81.8167,25,88,73,2.99,LK,1703025974
208,flying fish cove,-10.4217,105.6791,21,94,28,0.0,CX,1703025975
209,kas,36.2018,29.6377,14,75,0,0.91,TR,1703025975
210,vikulovo,56.8167,70.6107,-18,98,83,3.3,RU,1703025976
211,qaqortoq,60.7167,-46.0333,3,100,100,4.02,GL,1703025977
212,pokrovsk,48.282,37.1758,5,92,100,7.38,UA,1703025977
213,kidal,18.4411,1.4078,14,18,4,7.11,ML,1703025978
214,revda,56.801,59.9303,-8,92,97,4.46,RU,1703025979
215,lubang,13.8584,120.124,27,81,98,9.43,PH,1703025980
216,xiongzhou,25.1167,114.3,4,85,91,1.82,CN,1703025980
217,tolanaro,-25.0319,46.9987,25,83,40,4.12,MG,1703025981
218,tafresh,34.692,50.013,0,69,85,1.82,IR,1703025982
219,dubbo,-32.25,148.6167,21,88,100,2.57,AU,1703025983
220,zhanaozen,43.3,52.8,4,87,78,2.61,KZ,1703025983
221,shubarshi,48.5872,57.1869,-3,93,100,3.28,KZ,1703025984
222,macapa,0.0389,-51.0664,31,70,20,5.66,BR,1703025985
223,salinopolis,-0.6136,-47.3561,27,84,83,4.53,BR,1703025985
224,kirakira,-10.4544,161.9205,29,72,96,2.0,SB,1703025986
225,ishinomaki,38.4167,141.3,1,87,55,5.47,JP,1703025987
226,susuman,62.7833,148.1667,-36,100,97,0.48,RU,1703025987
227,asau,46.4333,26.4,-1,69,6,3.64,RO,1703025988
228,north bay,46.3168,-79.4663,-8,79,0,5.66,CA,1703025989
229,ingeniero jacobacci,-41.3427,-69.5448,14,37,100,10.15,AR,1703025990
230,khadan khak,30.7477,67.7085,7,15,74,2.5,PK,1703025990
231,taroudant,30.4703,-8.877,11,83,0,1.05,MA,1703025853
232,puerto baquerizo moreno,-0.9,-89.6,28,83,40,5.66,EC,1703025992
233,shingu,33.7333,135.9833,6,86,100,3.13,JP,1703025993
234,kot diji,27.3427,68.7083,11,29,10,1.81,PK,1703025994
235,san julian,21.0167,-102.1667,20,26,35,0.65,MX,1703025977
236,kulhudhuffushi,6.6221,73.07,28,80,72,7.58,MV,1703025995
237,iranshahr,27.2025,60.6848,15,40,72,1.03,IR,1703025996
238,morehead city,34.7229,-76.726,7,63,0,5.14,US,1703025726
239,svetlograd,45.3353,42.8547,3,89,46,2.86,RU,1703025997
240,jinja,0.439,33.2032,23,70,100,0.7,UG,1703025998
241,lago da pedra,-4.3333,-45.1667,25,90,99,3.19,BR,1703025998
242,key west,24.5557,-81.7826,19,59,0,6.69,US,1703025312
243,port saint john's,-31.6229,29.5448,21,85,97,5.12,ZA,1703026000
244,melekeok village,7.4957,134.6367,27,89,100,5.66,PW,1703026000
245,weno,7.4515,151.8468,29,74,100,3.6,FM,1703026002
246,usinsk,65.9939,57.5281,-14,96,92,4.65,RU,1703026002
247,mpika,-11.8343,31.4529,21,65,99,0.8,ZM,1703026003
248,foindu,7.4108,-11.5422,22,85,2,0.59,SL,1703026004
249,arraial do cabo,-22.9661,-42.0278,25,73,20,4.12,BR,1703026005
250,mufulira,-12.5498,28.2407,20,89,100,2.28,ZM,1703026006
251,carutapera,-1.195,-46.02,26,82,87,2.98,BR,1703025984
252,borogontsy,62.6683,131.1683,-47,100,88,1.24,RU,1703026007
253,nuuk,64.1835,-51.7216,-4,93,100,8.23,GL,1703026008
254,aljezur,37.3191,-8.8033,9,82,0,4.37,PT,1703026009
255,praia da vitoria,38.7333,-27.0667,16,94,40,6.48,PT,1703026009
256,santa ana,33.7456,-117.8678,20,65,75,2.06,US,1703025793
257,kuqa,41.7278,82.9364,-6,58,82,1.29,CN,1703026011
258,wailua homesteads,22.0669,-159.378,25,83,75,10.29,US,1703026012
259,buka,40.8108,69.1986,1,91,15,1.45,UZ,1703026012
260,tomatlan,19.9333,-105.25,28,62,18,2.62,MX,1703026013
261,bardai,11.65,7.2333,20,28,4,3.56,NG,1703026005
262,lebu,-37.6167,-73.65,15,78,50,1.78,CL,1703026014
263,fortuna,40.5982,-124.1573,17,80,0,7.2,US,1703026015
264,namibe,-15.1961,12.1522,24,71,53,1.74,AO,1703026016
265,felipe carrillo puerto,19.5833,-88.05,21,64,14,1.77,MX,1703026017
266,veinticinco de mayo,-35.4323,-60.1727,18,65,78,1.34,AR,1703026018
267,al kut,32.5147,45.819,14,46,0,2.43,IQ,1703026019
268,piney green,34.716,-77.3202,6,54,0,4.12,US,1703026019
269,kaharlyk,49.8623,30.8282,4,72,96,5.82,UA,1703026020
270,mossel bay,-34.1831,22.146,18,88,17,1.75,ZA,1703026021
271,la ronge,55.1001,-105.2842,-14,72,75,4.63,CA,1703026021
272,new norfolk,-42.7826,147.0587,15,45,7,0.94,AU,1703026022
273,khandyga,62.6667,135.6,-47,100,99,0.71,RU,1703025743
274,boguchar,49.9358,40.545,3,98,100,8.22,RU,1703026024
275,souillac,-20.5167,57.5167,24,88,40,3.6,MU,1703026024
276,fort mcmurray,56.7268,-111.381,-10,79,100,5.66,CA,1703025928
277,katsuura,35.1333,140.3,10,70,99,3.77,JP,1703026026
278,kempsey,-31.0833,152.8333,29,66,81,0.76,AU,1703026026
279,kerman,30.2832,57.0788,0,37,0,2.06,IR,1703026027
280,seven pagodas,12.6264,80.1722,25,74,98,6.24,IN,1703026028
281,papao,-17.75,-149.55,28,76,100,4.15,PF,1703026028
282,severo-yeniseyskiy,60.3725,93.0408,-31,95,12,2.24,RU,1703026029
283,whitehorse,60.7161,-135.0538,-12,85,75,8.75,CA,1703026030
284,kuruman,-27.4524,23.4325,23,11,22,5.46,ZA,1703026030
285,rio grande,-32.035,-52.0986,21,88,100,8.15,BR,1703025754
286,kruisfontein,-34.0033,24.7314,19,92,50,1.83,ZA,1703026032
287,nago,26.5881,127.9761,19,82,100,10.22,JP,1703026032
288,ketchikan,55.3422,-131.6461,5,93,100,2.57,US,1703026033
289,yelizovo,53.1873,158.3805,-14,66,0,6.0,RU,1703026034
290,emerald,-23.5333,148.1667,27,56,12,4.71,AU,1703026034
291,auki,-8.7676,160.7034,29,65,67,2.02,SB,1703026035
292,kyzyl-suu,42.3414,78.0056,-2,67,95,3.19,KG,1703026036
293,aasiaat,68.7098,-52.8699,-20,89,38,2.67,GL,1703026006
294,lerwick,60.1545,-1.1494,3,55,83,12.85,GB,1703026038
295,kayangel,8.0823,134.7173,28,78,13,6.98,PW,1703026039
296,babolsar,36.7025,52.6576,3,69,95,2.67,IR,1703026039
297,tavricheskoye,54.5851,73.6395,-15,96,93,2.74,RU,1703026040
298,utrik,11.2278,169.8474,27,76,79,10.64,MH,1703026041
299,bamboo flat,11.7,92.7167,28,78,20,3.09,IN,1703026042
300,winnipeg,49.8844,-97.147,-3,75,75,2.06,CA,1703025946
301,mejit,10.2753,170.8646,27,78,87,10.85,MH,1703026044
302,dambatta,12.433,8.5154,22,27,3,3.7,NG,1703026045
303,ghanzi,-21.5667,21.7833,26,51,100,2.02,BW,1703026046
304,puerto leguizamo,-0.1934,-74.7819,26,90,99,0.65,CO,1703026046
305,dul'durga,50.6761,113.5931,-27,91,18,2.44,RU,1703026047
306,puquio,-14.7,-74.1333,13,64,80,4.29,PE,1703026049
307,kapuskasing,49.4169,-82.4331,-5,86,100,6.17,CA,1703026049
308,oxapampa,-10.5775,-75.4017,18,99,100,0.26,PE,1703026050
309,zhangye,38.9342,100.4517,-14,76,3,1.39,CN,1703026051
310,san luis de la loma,17.2706,-100.8939,28,69,23,1.74,MX,1703026018
311,rostovka,55.3842,71.8891,-16,97,90,2.77,RU,1703026052
312,dalandzadgad,43.5708,104.425,-23,87,7,6.89,MN,1703026053
313,labrador city,52.9463,-66.9114,-9,86,100,1.54,CA,1703026053
314,palembang,-2.9167,104.7458,25,100,100,0.0,ID,1703026054
315,semirara,12.0697,121.3986,27,81,63,9.53,PH,1703026055
316,crane,31.3974,-102.3501,16,43,95,9.68,US,1703026055
